Week,Team,Position,PID,Player
12,MM,QB,24788,Cam Newton
12,MM,WR,24851,Randall Cobb
12,MM,WR,25937,Rishard Matthews
12,MM,RB,24815,Mark Ingram
12,MM,RB,29383,Paul Perkins
12,MM,TE,26658,Zach Ertz
12,MM,W/R/T,26804,Latavius Murray
12,MM,BN,25876,Marvin Jones Jr.
12,MM,BN,24793,Julio Jones
12,MM,BN,24057,Emmanuel Sanders
12,MM,BN,29236,Carson Wentz
12,MM,BN,24916,Julius Thomas
12,MM,K,28227,Cairo Santos
12,MM,DB,24219,Kurt Coleman
12,MM,DB,25775,Trumaine Johnson
12,MM,DB,8422,Corey Graham
12,MM,DL,24075,Everson Griffen
12,MM,DL,25782,Olivier Vernon
12,MM,LB,27679,Avery Williamson
12,MM,LB,25757,Bobby Wagner
12,MM,LB,28512,Kwon Alexander
12,MM,BN,27630,Bashaud Breeland
12,MM,BN,28394,Leonard Williams
12,MM,BN,27599,Christian Kirksey
12,DB,QB,27564,Derek Carr
12,DB,WR,7868,Brandon Marshall
12,DB,WR,27570,Jordan Matthews
12,DB,RB,25807,Lamar Miller
12,DB,RB,28403,Melvin Gordon
12,DB,TE,8285,Greg Olsen
12,DB,W/R/T,24169,James Starks
12,DB,BN,26650,DeAndre Hopkins
12,DB,BN,27581,Davante Adams
12,DB,BN,28026,Willie Snead
12,DB,BN,6763,Philip Rivers
12,DB,BN,8982,Pierre Garcon
12,DB,K,6243,Matt Bryant
12,DB,DB,26638,Kenny Vaccaro
12,DB,DB,25772,Casey Hayward
12,DB,DB,8797,Aqib Talib
12,DB,DL,24029,Carlos Dunlap
12,DB,DL,28451,Frank Clark
12,DB,LB,27545,C.J. Mosley
12,DB,LB,6792,Karlos Dansby
12,DB,LB,27601,Preston Brown
12,DB,BN,25994,Deshawn Shead
12,DB,BN,25898,Danny Trevathan
12,DB,BN,23978,Gerald McCoy
12,DB,IR,26878,C.J. Anderson
12,MP,QB,5228,Tom Brady
12,MP,WR,27535,Mike Evans
12,MP,WR,23999,Dez Bryant
12,MP,RB,28474,David Johnson
12,MP,RB,26817,Spencer Ware
12,MP,TE,26644,Tyler Eifert
12,MP,W/R/T,27548,Brandin Cooks
12,MP,BN,27583,Jeremy Hill
12,MP,BN,7200,Aaron Rodgers
12,MP,BN,24936,Dion Lewis
12,MP,BN,29279,Derrick Henry
12,MP,BN,27538,Eric Ebron
12,MP,K,8447,Mason Crosby
12,MP,DB,24046,Morgan Burnett
12,MP,DB,27081,Tony Jefferson
12,MP,DB,25717,Mark Barron
12,MP,DL,27541,Aaron Donald
12,MP,DL,29237,Joey Bosa
12,MP,LB,27543,Ryan Shazier
12,MP,LB,26675,Jamie Collins Sr.
12,MP,LB,25762,Zach Brown
12,MP,BN,9691,Cameron Wake
12,MP,BN,24817,Muhammad Wilkerson
12,MP,BN,26656,Johnathan Cyprien
12,TP,QB,6770,Ben Roethlisberger
12,TP,WR,9348,Mike Wallace
12,TP,WR,25802,T.Y. Hilton
12,TP,RB,29238,Ezekiel Elliott
12,TP,RB,27631,Devonta Freeman
12,TP,TE,26686,Travis Kelce
12,TP,W/R/T,6762,Larry Fitzgerald
12,TP,BN,27585,Carlos Hyde
12,TP,BN,25755,Alshon Jeffery
12,TP,BN,28390,Marcus Mariota
12,TP,BN,9294,Kenny Britt
12,TP,K,29754,Wil Lutz
12,TP,DB,24109,Kam Chancellor
12,TP,DB,29248,Karl Joseph
12,TP,DB,28036,Daniel Sorensen
12,TP,DL,24811,Cameron Jordan
12,TP,DL,29241,DeForest Buckner
12,TP,LB,7190,Thomas Davis
12,TP,LB,26669,Kiko Alonso
12,TP,LB,7783,D'Qwell Jackson
12,TP,BN,28431,Benardrick McKinney
12,TP,BN,26707,Shawn Williams
12,TP,BN,27576,Timmy Jernigan
12,TP,BN,26674,David Amerson
12,TP,IR,28442,Ameer Abdullah
12,SC,QB,6337,Carson Palmer
12,SC,WR,9274,Michael Crabtree
12,SC,WR,28402,DeVante Parker
12,SC,RB,24318,LeGarrette Blount
12,SC,RB,9317,LeSean McCoy
12,SC,TE,6405,Jason Witten
12,SC,W/R/T,8826,DeSean Jackson
12,SC,BN,28534,Stefon Diggs
12,SC,BN,26660,Giovani Bernard
12,SC,BN,23987,Ryan Mathews
12,SC,BN,28494,Jeremy Langford
12,SC,K,25427,Dan Bailey
12,SC,DB,27180,Bradley McDougald
12,SC,DB,8291,Eric Weddle
12,SC,DB,8275,Reggie Nelson
12,SC,DL,23990,Jason Pierre-Paul
12,SC,DL,26636,Sheldon Richardson
12,SC,LB,25768,Lavonte David
12,SC,LB,24030,Sean Lee
12,SC,LB,25848,Tahir Whitehead
12,SC,BN,7182,Adam Jones
12,SC,BN,25722,Fletcher Cox
12,SC,BN,25731,Chandler Jones
12,SC,BN,28436,Denzel Perryman
12,SC,IR,24062,Eric Decker
12,TJ,QB,9265,Matthew Stafford
12,TJ,WR,28392,Amari Cooper
12,TJ,WR,23997,Demaryius Thomas
12,TJ,RB,24858,DeMarco Murray
12,TJ,RB,29694,Rob Kelley
12,TJ,TE,27593,C.J. Fiedorowicz
12,TJ,W/R/T,5521,Steve Smith Sr.
12,TJ,BN,28389,Jameis Winston
12,TJ,BN,8790,Jonathan Stewart
12,TJ,BN,27591,Jarvis Landry
12,TJ,BN,25681,Terrelle Pryor Sr.
12,TJ,BN,28493,Jamison Crowder
12,TJ,BN,25741,Doug Martin
12,TJ,K,3727,Adam Vinatieri
12,TJ,DB,28421,Landon Collins
12,TJ,DB,28438,Ronald Darby
