Week,Team,Position,PID,Player
10,JC,QB,4256,Peyton Manning
10,JC,WR,27540,Odell Beckham Jr.
10,JC,WR,8813,Jordy Nelson
10,JC,RB,26671,Le'Veon Bell
10,JC,RB,7751,Reggie Bush
10,JC,TE,26807,Mychal Rivera
10,JC,W/R/T,24400,Chris Ivory
10,JC,BN,25774,Dwayne Allen
10,JC,BN,9527,Arian Foster
10,JC,BN,27624,Jerick McKinnon
10,JC,BN,9496,Julian Edelman
10,JC,BN,26652,Cordarrelle Patterson
10,JC,K,9032,Dan Carpenter
10,JC,DB,24941,Richard Sherman
10,JC,DB,26694,T.J. McDonald
10,JC,DB,8273,Michael Griffin
10,JC,DL,26636,Sheldon Richardson
10,JC,DL,7187,DeMarcus Ware
10,JC,LB,26653,Alec Ogletree
10,JC,LB,9290,Clay Matthews
10,JC,LB,26727,Jelani Jenkins
10,JC,BN,24803,Ryan Kerrigan
10,JC,BN,7783,D'Qwell Jackson
10,JC,BN,27542,Kyle Fuller
10,JC,IR,24553,Victor Cruz
10,DB,QB,24788,Cam Newton
10,DB,WR,25793,Mohamed Sanu
10,DB,WR,24791,A.J. Green
10,DB,RB,9317,LeSean McCoy
10,DB,RB,24262,Joique Bell
10,DB,TE,6405,Jason Witten
10,DB,W/R/T,9286,Percy Harvin
10,DB,BN,8838,Martellus Bennett
10,DB,BN,26660,Giovani Bernard
10,DB,BN,25773,Rueben Randle
10,DB,BN,25713,Trent Richardson
10,DB,BN,26719,Knile Davis
10,DB,BN,6760,Eli Manning
10,DB,K,25427,Dan Bailey
10,DB,DB,25189,Chris Harris Jr.
10,DB,DB,24113,Perrish Cox
10,DB,DB,8797,Aqib Talib
10,DB,DL,23978,Gerald McCoy
10,DB,DL,24189,Willie Young
10,DB,LB,27545,C.J. Mosley
10,DB,LB,6792,Karlos Dansby
10,DB,LB,25848,Tahir Whitehead
10,DB,BN,23990,Jason Pierre-Paul
10,DB,BN,25735,Dont'a Hightower
10,DB,IR,8475,Trumaine McBride
10,TP,QB,8780,Matt Ryan
10,TP,WR,23997,Demaryius Thomas
10,TP,WR,24057,Emmanuel Sanders
10,TP,RB,24858,DeMarco Murray
10,TP,RB,27666,Lorenzo Taliaferro
10,TP,TE,7206,Heath Miller
10,TP,W/R/T,9348,Mike Wallace
10,TP,BN,24017,Rob Gronkowski
10,TP,BN,6624,Tony Romo
10,TP,BN,25730,Kendall Wright
10,TP,BN,26650,DeAndre Hopkins
10,TP,K,27911,Cody Parkey
10,TP,DB,7184,Antrel Rolle
10,TP,DB,8607,Brent Grimes
10,TP,DB,9133,James Ihedigbo
10,TP,DL,9691,Cameron Wake
10,TP,DL,24790,Marcell Dareus
10,TP,LB,25719,Luke Kuechly
10,TP,LB,25768,Lavonte David
10,TP,LB,7754,A.J. Hawk
10,TP,BN,6346,Terrell Suggs
10,TP,BN,7884,Rob Ninkovich
10,TP,BN,25739,Harrison Smith
10,TP,BN,27040,Paul Worrilow
10,TP,IR,24860,Stevan Ridley
10,SC,QB,6770,Ben Roethlisberger
10,SC,WR,24845,Torrey Smith
10,SC,WR,7868,Brandon Marshall
10,SC,RB,8266,Marshawn Lynch
10,SC,RB,26810,Andre Ellington
10,SC,TE,8285,Greg Olsen
