Week,Team,Position,PID,Player
9,MM,QB,24788,Cam Newton
9,MM,WR,24793,Julio Jones
9,MM,WR,24057,Emmanuel Sanders
9,MM,RB,24815,Mark Ingram
9,MM,RB,26804,Latavius Murray
9,MM,TE,26658,Zach Ertz
9,MM,W/R/T,25876,Marvin Jones Jr.
9,MM,BN,28483,Matt Jones
9,MM,BN,29236,Carson Wentz
9,MM,BN,24916,Julius Thomas
9,MM,BN,24851,Randall Cobb
9,MM,BN,28457,Tyler Lockett
9,MM,K,28227,Cairo Santos
9,MM,DB,8422,Corey Graham
9,MM,DB,24219,Kurt Coleman
9,MM,DB,25775,Trumaine Johnson
9,MM,DL,28394,Leonard Williams
9,MM,DL,24075,Everson Griffen
9,MM,LB,27679,Avery Williamson
9,MM,LB,25757,Bobby Wagner
9,MM,LB,28512,Kwon Alexander
9,MM,BN,27630,Bashaud Breeland
9,MM,BN,25782,Olivier Vernon
9,MM,BN,27599,Christian Kirksey
9,DB,QB,27564,Derek Carr
9,DB,WR,7868,Brandon Marshall
9,DB,WR,27570,Jordan Matthews
9,DB,RB,28403,Melvin Gordon
9,DB,RB,8790,Jonathan Stewart
9,DB,TE,8285,Greg Olsen
9,DB,W/R/T,27299,Jack Doyle
9,DB,BN,25807,Lamar Miller
9,DB,BN,26650,DeAndre Hopkins
9,DB,BN,27581,Davante Adams
9,DB,BN,6763,Philip Rivers
9,DB,K,6243,Matt Bryant
9,DB,DB,25772,Casey Hayward
9,DB,DB,25994,Deshawn Shead
9,DB,DB,26638,Kenny Vaccaro
9,DB,DL,23978,Gerald McCoy
9,DB,DL,28451,Frank Clark
9,DB,LB,27601,Preston Brown
9,DB,LB,25852,Brandon Marshall
9,DB,LB,27545,C.J. Mosley
9,DB,BN,24759,Andrew Sendejo
9,DB,BN,25898,Danny Trevathan
9,DB,BN,24029,Carlos Dunlap
9,DB,BN,25853,Josh Norman
9,MP,QB,7200,Aaron Rodgers
9,MP,WR,27548,Brandin Cooks
9,MP,WR,27535,Mike Evans
9,MP,RB,28398,Todd Gurley
9,MP,RB,28044,Charcandrick West
9,MP,TE,7924,Delanie Walker
9,MP,W/R/T,23999,Dez Bryant
9,MP,BN,5228,Tom Brady
9,MP,BN,28474,David Johnson
9,MP,BN,27583,Jeremy Hill
9,MP,BN,25793,Mohamed Sanu
9,MP,BN,27622,Terrance West
9,MP,BN,24936,Dion Lewis
9,MP,K,8447,Mason Crosby
9,MP,DB,24046,Morgan Burnett
9,MP,DB,26656,Johnathan Cyprien
9,MP,DB,29251,Keanu Neal
9,MP,DL,27541,Aaron Donald
9,MP,DL,24817,Muhammad Wilkerson
9,MP,LB,25762,Zach Brown
9,MP,LB,27543,Ryan Shazier
9,MP,LB,26675,Jamie Collins Sr.
9,MP,BN,24801,Robert Quinn
9,MP,BN,27081,Tony Jefferson
9,TP,QB,28390,Marcus Mariota
9,TP,WR,25802,T.Y. Hilton
9,TP,WR,9348,Mike Wallace
9,TP,RB,27631,Devonta Freeman
9,TP,RB,29238,Ezekiel Elliott
9,TP,TE,26686,Travis Kelce
9,TP,W/R/T,27737,Quincy Enunwa
9,TP,BN,27585,Carlos Hyde
9,TP,BN,6762,Larry Fitzgerald
9,TP,BN,25755,Alshon Jeffery
9,TP,BN,6770,Ben Roethlisberger
9,TP,K,29754,Wil Lutz
9,TP,DB,26674,David Amerson
9,TP,DB,29248,Karl Joseph
9,TP,DB,28036,Daniel Sorensen
9,TP,DL,24811,Cameron Jordan
