Date,Type,Player/Pick,Source,Destination
2016-10-19,add,Jay Ajayi,waivers,BT
2016-10-19,drop,Blake Bortles,TJ,waivers
2016-10-19,add,Matthew Stafford,waivers,TJ
2016-10-19,drop,Tyrell Williams,MP,waivers
2016-10-19,add,Donte Moncrief,waivers,MP
2016-10-19,drop,Quincy Enunwa,SC,waivers
2016-10-19,add,Dennis Pitta,waivers,SC
2016-10-19,drop,Arian Foster,MW,waivers
2016-10-19,add,Spencer Ware,waivers,MW
2016-10-19,drop,Jordan Poyer,BT,waivers
2016-10-19,add,Jason McCourty,waivers,BT
2016-10-19,drop,T.J. Yeldon,TJ,waivers
2016-10-19,add,Jacquizz Rodgers,waivers,TJ
2016-10-19,drop,Eddie Royal,BT,waivers
2016-10-19,add,Michael Thomas,waivers,BT
2016-10-19,drop,Tavon Austin,MW,waivers
2016-10-19,add,Clayton Geathers,freeagents,MW
2016-10-19,drop,Tyler Eifert,BT,waivers
2016-10-19,add,Knile Davis,freeagents,BT
2016-10-19,drop,Sammie Coates,MP,waivers
2016-10-19,add,Devontae Booker,freeagents,MP
2016-10-19,drop,Fletcher Cox,MW,waivers
2016-10-19,add,Danielle Hunter,freeagents,MW
2016-10-19,drop,Coby Fleener,MW,waivers
2016-10-19,add,Kenny Britt,freeagents,MW
2016-10-19,add,Patrick Chung,freeagents,CR
2016-10-20,trade,Round 10,BT,DB
2016-10-20,trade,Round 14,DB,BT
2016-10-20,trade,Danny Trevathan,BT,DB
2016-10-20,trade,Jimmy Graham,DB,BT
2016-10-20,drop,Cameron Brate,TP,waivers
2016-10-20,add,Marcus Mariota,freeagents,TP
2016-10-20,drop,Knile Davis,BT,waivers
2016-10-20,add,Ty Montgomery,freeagents,BT
2016-10-20,drop,Devontae Booker,MP,waivers
2016-10-20,add,Keanu Neal,freeagents,MP
2016-10-21,drop,Danielle Hunter,MW,waivers
2016-10-21,add,Mike Wallace,freeagents,MW
2016-10-22,trade,Christine Michael,MP,MW
2016-10-22,trade,Jordan Reed,MW,MP
2016-10-22,drop,Vince Williams,BT,waivers
2016-10-22,add,Brian Orakpo,freeagents,BT
2016-10-23,drop,Lorenzo Alexander,MP,waivers
2016-10-23,add,William Gholston,freeagents,MP
2016-10-23,drop,Duke Johnson Jr.,MM,waivers
2016-10-23,drop,Russell Wilson,DB,waivers
2016-10-23,add,Dak Prescott,freeagents,DB
2016-10-26,drop,Theo Riddick,DB,waivers
2016-10-26,add,Gerald McCoy,waivers,DB
2016-10-26,drop,Brian Hoyer,SC,waivers
2016-10-26,add,Bradley McDougald,waivers,SC
2016-10-26,drop,Jadeveon Clowney,MW,waivers
2016-10-26,add,Tyler Eifert,waivers,MW
2016-10-26,drop,Steven Hauschka,MP,waivers
2016-10-26,add,Russell Wilson,waivers,MP
2016-10-26,drop,Ndamukong Suh,TJ,waivers
2016-10-26,add,Danielle Hunter,waivers,TJ
2016-10-26,drop,Jacob Tamme,BT,waivers
2016-10-26,add,Devontae Booker,waivers,BT
2016-10-26,drop,Dustin Hopkins,DB,waivers
2016-10-26,add,Matt Bryant,waivers,DB
2016-10-26,drop,Kenny Britt,MW,waivers
2016-10-26,add,Golden Tate,waivers,MW
2016-10-26,drop,William Gholston,MP,waivers
2016-10-26,add,Robert Quinn,waivers,MP
2016-10-26,drop,DeAndre Washington,TJ,waivers
2016-10-26,add,Marcus Cooper,waivers,TJ
2016-10-26,drop,Brian Orakpo,BT,waivers
2016-10-26,add,Lorenzo Alexander,waivers,BT
2016-10-26,drop,Jatavis Brown,MW,waivers
2016-10-26,add,Deion Jones,waivers,MW
2016-10-26,drop,Mike Wallace,MW,waivers
2016-10-26,add,K.J. Wright,waivers,MW
2016-10-26,drop,Mike Nugent,MW,waivers
2016-10-26,add,Dan Bailey,freeagents,MW
2016-10-26,drop,Cory James,BT,waivers
2016-10-26,add,Caleb Sturgis,freeagents,BT
2016-10-26,drop,Dak Prescott,DB,waivers
2016-10-26,add,Deshawn Shead,freeagents,DB
2016-10-26,drop,Terrance West,MP,waivers
2016-10-26,add,Jeremy Hill,freeagents,MP
2016-10-26,drop,Chris Boswell,MM,waivers
2016-10-26,add,Cairo Santos,freeagents,MM
2016-10-27,drop,DeAngelo Williams,JC,waivers
2016-10-27,add,Chris Baker,freeagents,JC
2016-10-27,drop,Zach Miller,JC,waivers
2016-10-27,add,Cliff Avril,freeagents,JC
2016-10-28,drop,Justin Tucker,BT,waivers
2016-10-28,add,Theo Riddick,waivers,BT
2016-10-28,drop,Corey Coleman,CR,waivers
2016-10-28,add,Duke Johnson Jr.,freeagents,CR
2016-10-28,drop,NaVorro Bowman,BT,waivers
2016-10-29,drop,Su'a Cravens,TP,waivers
2016-10-29,add,Alan Branch,freeagents,TP
2016-10-30,drop,Golden Tate,MW,waivers
2016-10-30,add,Corey Coleman,waivers,MW
2016-10-30,drop,Donte Moncrief,MP,waivers
2016-10-30,add,Steven Hauschka,freeagents,MP
2016-10-30,drop,Anthony Hitchens,JC,waivers
2016-10-30,add,Matt Asiata,freeagents,JC
2016-10-30,drop,Ryan Mathews,TJ,waivers
2016-10-30,add,Mike Gillislee,freeagents,TJ
2016-10-30,add,Davante Adams,freeagents,BT
2016-10-30,drop,Michael Bennett,BT,waivers
2016-10-30,add,Justin Tucker,freeagents,BT
2016-11-02,drop,Nick Fairley,DB,waivers
2016-11-02,add,Frank Clark,waivers,DB
2016-11-02,drop,Dennis Pitta,SC,waivers
2016-11-02,add,Ryan Mathews,waivers,SC
2016-11-02,drop,Jameis Winston,MW,waivers
2016-11-02,add,Dak Prescott,waivers,MW
2016-11-02,drop,Tahir Whitehead,MP,waivers
2016-11-02,add,Charcandrick West,waivers,MP
2016-11-02,drop,Marcus Cooper,TJ,waivers
2016-11-02,add,Derrick Henry,waivers,TJ
2016-11-02,drop,Jeremy Maclin,BT,waivers
2016-11-02,add,Nigel Bradham,waivers,BT
2016-11-02,drop,Jamaal Charles,MW,waivers
2016-11-02,add,Donte Moncrief,waivers,MW
2016-11-02,drop,Steven Hauschka,MP,waivers
2016-11-02,add,Mohamed Sanu,waivers,MP
2016-11-02,add,Darren Sproles,waivers,MW
2016-11-02,drop,Hunter Henry,MW,waivers
2016-11-02,add,Coby Fleener,waivers,MW
2016-11-02,drop,K.J. Wright,MW,waivers
2016-11-02,add,Emmanuel Ogbah,waivers,MW
2016-11-02,drop,Chandler Catanzaro,TP,waivers
2016-11-02,add,Nick Novak,freeagents,TP
2016-11-02,drop,Michael Floyd,CR,waivers
2016-11-02,add,Golden Tate,freeagents,CR
2016-11-02,drop,Martellus Bennett,CR,waivers
2016-11-02,add,Antonio Gates,freeagents,CR
2016-11-02,drop,Allen Hurns,DB,waivers
2016-11-02,drop,Caleb Sturgis,BT,waivers
2016-11-02,add,Jadeveon Clowney,freeagents,BT
2016-11-03,drop,Cameron Meredith,SC,waivers
2016-11-03,add,Colin Kaepernick,freeagents,SC
2016-11-03,drop,Corbin Bryant,CR,waivers
2016-11-03,add,Tavon Austin,freeagents,CR
2016-11-03,drop,Jacquizz Rodgers,TJ,waivers
2016-11-03,add,Brandon Copeland,freeagents,TJ
2016-11-03,drop,Will Fuller V,MW,waivers
2016-11-03,add,Jamison Crowder,freeagents,MW
2016-11-04,trade,Will Compton,DB,BT
2016-11-04,trade,Philip Rivers,BT,DB
2016-11-04,trade,Davante Adams,BT,DB
2016-11-04,drop,Stephen Gostkowski,CR,waivers
2016-11-04,add,Steven Hauschka,waivers,CR
2016-11-04,drop,Kawann Short,SC,waivers
2016-11-04,add,Tahir Whitehead,waivers,SC
2016-11-05,trade,Aaron Donald,JC,MP
2016-11-05,trade,Aaron Rodgers,JC,MP
2016-11-05,trade,Justin Houston,MP,JC
2016-11-05,trade,Jabaal Sheard,MP,JC
2016-11-05,trade,Jordan Reed,MP,JC
2016-11-05,trade,Russell Wilson,MP,JC
2016-11-05,drop,Damon Harrison,JC,waivers
2016-11-05,drop,Eric Berry,JC,waivers
2016-11-05,drop,Phillip Dorsett,TP,waivers
2016-11-05,add,Mike Wallace,freeagents,TP
2016-11-05,add,Tyrod Taylor,freeagents,BT
2016-11-05,add,Mason Crosby,freeagents,MP
2016-11-05,add,Terrance West,freeagents,MP
2016-11-05,drop,Nick Novak,TP,waivers
2016-11-05,add,Wil Lutz,freeagents,TP
2016-11-05,drop,Trae Waynes,TP,waivers
2016-11-05,add,Daniel Sorensen,freeagents,TP
2016-11-05,drop,Jerick McKinnon,TP,waivers
2016-11-05,add,Quincy Enunwa,freeagents,TP
2016-11-05,drop,Markus Golden,JC,waivers
2016-11-05,add,K.J. Wright,freeagents,JC
2016-11-05,drop,Jabaal Sheard,JC,waivers
2016-11-05,add,Kyle Williams,freeagents,JC
2016-11-05,drop,Chris Baker,JC,waivers
2016-11-05,add,Janoris Jenkins,freeagents,JC
2016-11-06,drop,Brandon Copeland,TJ,waivers
2016-11-06,add,Kawann Short,waivers,TJ
2016-11-07,drop,James White,MP,waivers
2016-11-07,add,Dion Lewis,freeagents,MP
2016-11-07,drop,Trent Murphy,MW,waivers
2016-11-07,add,Stephen Gostkowski,freeagents,MW
2016-11-09,drop,Dan Bailey,MW,waivers
2016-11-09,add,Tyrell Williams,waivers,MW
2016-11-09,drop,Mohamed Sanu,MP,waivers
2016-11-09,add,Elandon Roberts,waivers,MP
2016-11-09,drop,Mike Gillislee,TJ,waivers
2016-11-09,add,Peyton Barber,waivers,TJ
2016-11-09,drop,Emmanuel Ogbah,MW,waivers
2016-11-09,add,William Gholston,waivers,MW
2016-11-09,drop,Charcandrick West,MP,waivers
2016-11-09,add,Tim Hightower,waivers,MP
2016-11-09,drop,Kawann Short,TJ,waivers
2016-11-09,add,Joe Flacco,waivers,TJ
2016-11-09,drop,Coby Fleener,MW,waivers
2016-11-09,add,Zach Miller,waivers,MW
2016-11-09,drop,Deion Jones,MW,waivers
2016-11-09,add,Chris Harris Jr.,waivers,MW
2016-11-09,drop,Gary Barnidge,TJ,waivers
2016-11-09,add,C.J. Fiedorowicz,freeagents,TJ
2016-11-09,drop,C.J. Anderson,CR,waivers
2016-11-09,add,Rashad Jennings,freeagents,CR
2016-11-10,drop,Jerry Hughes,CR,waivers
2016-11-10,add,Chris Baker,freeagents,CR
2016-11-10,drop,Andrew Sendejo,DB,waivers
2016-11-11,add,C.J. Anderson,waivers,DB
2016-11-11,drop,Alan Branch,TP,waivers
2016-11-11,add,Shawn Williams,freeagents,TP
2016-11-12,trade,Jonathan Stewart,DB,TJ
2016-11-12,trade,Karlos Dansby,TJ,DB
2016-11-12,trade,Willie Snead,TJ,DB
2016-11-12,trade,Round 10,MP,MW
2016-11-12,trade,Round 13,MW,MP
2016-11-12,trade,Keanu Neal,MP,MW
2016-11-12,trade,Delanie Walker,MP,MW
2016-11-12,trade,Todd Gurley,MP,MW
2016-11-12,trade,Mark Barron,MW,MP
2016-11-12,trade,Spencer Ware,MW,MP
2016-11-12,trade,Tyler Eifert,MW,MP
2016-11-12,drop,Adam Vinatieri,SC,waivers
2016-11-12,add,Dan Bailey,freeagents,SC
2016-11-13,drop,Matt Asiata,JC,waivers
2016-11-13,add,Trent Murphy,freeagents,JC
2016-11-13,drop,Tyler Lockett,MM,waivers
2016-11-13,add,Paul Perkins,freeagents,MM
2016-11-16,drop,Jack Doyle,DB,waivers
2016-11-16,add,James Starks,waivers,DB
2016-11-16,drop,Quincy Enunwa,TP,waivers
2016-11-16,add,Kenny Britt,waivers,TP
2016-11-16,drop,Colin Kaepernick,SC,waivers
2016-11-16,add,Fletcher Cox,waivers,SC
2016-11-16,drop,Christine Michael,MW,waivers
2016-11-16,add,C.J. Prosise,waivers,MW
2016-11-16,drop,Joe Flacco,TJ,waivers
2016-11-16,add,Jameis Winston,waivers,TJ
2016-11-16,drop,Elandon Roberts,MP,waivers
2016-11-16,add,Cameron Wake,waivers,MP
2016-11-16,drop,Zach Miller,MW,waivers
2016-11-16,add,Martellus Bennett,waivers,MW
2016-11-16,drop,Peyton Barber,TJ,waivers
2016-11-16,add,Rob Kelley,waivers,TJ
2016-11-16,drop,Tim Hightower,MP,waivers
2016-11-16,add,Cameron Meredith,waivers,MP
2016-11-16,drop,Jamison Crowder,MW,waivers
2016-11-16,add,Ndamukong Suh,waivers,MW
2016-11-16,add,Steve Smith Sr.,waivers,TJ
2016-11-16,drop,Chris Harris Jr.,MW,waivers
2016-11-16,add,Malcolm Butler,waivers,MW
2016-11-16,drop,Ty Montgomery,BT,waivers
2016-11-16,drop,Brandon McManus,TJ,waivers
2016-11-16,add,Adam Vinatieri,freeagents,TJ
2016-11-16,drop,Brandon Marshall,DB,waivers
2016-11-16,add,Robbie Gould,freeagents,DB
2016-11-17,drop,Matt Jones,MM,waivers
2016-11-17,add,Rishard Matthews,freeagents,MM
2016-11-17,drop,Robert Quinn,MP,waivers
2016-11-17,add,Trey Flowers,freeagents,MP
2016-11-17,drop,Trent Murphy,JC,waivers
2016-11-17,add,T.J. Yeldon,freeagents,JC
2016-11-17,drop,Josh Lambo,JC,waivers
2016-11-17,add,Nick Novak,freeagents,JC
2016-11-17,drop,Corey Coleman,MW,waivers
2016-11-17,add,Deion Jones,freeagents,MW
2016-11-18,drop,Derrick Henry,TJ,waivers
2016-11-18,add,Jamison Crowder,waivers,TJ
2016-11-19,drop,Cameron Heyward,TP,waivers
2016-11-19,add,DeForest Buckner,freeagents,TP
2016-11-19,drop,Joey Bosa,MW,waivers
2016-11-19,add,Eric Reid,freeagents,MW
2016-11-19,drop,Antonio Gates,CR,waivers
2016-11-19,add,Zach Miller,freeagents,CR
2016-11-20,drop,Terrance West,MP,waivers
2016-11-20,add,Derrick Henry,freeagents,MP
2016-11-23,drop,Josh Norman,DB,waivers
2016-11-23,add,Pierre Garcon,waivers,DB
2016-11-23,drop,Lorenzo Alexander,BT,waivers
2016-11-23,add,Chris Conte,waivers,BT
2016-11-23,drop,C.J. Prosise,MW,waivers
2016-11-23,add,Tim Hightower,waivers,MW
2016-11-23,drop,Trey Flowers,MP,waivers
2016-11-23,add,Joey Bosa,waivers,MP
2016-11-23,drop,Robbie Gould,DB,waivers
2016-11-23,add,Tyreek Hill,waivers,DB
2016-11-23,drop,Tyrod Taylor,BT,waivers
2016-11-23,add,Eli Manning,waivers,BT
2016-11-23,drop,Darren Sproles,MW,waivers
2016-11-23,add,Dont'a Hightower,waivers,MW
2016-11-23,drop,Cameron Meredith,MP,waivers
2016-11-23,add,Eric Ebron,waivers,MP
2016-11-23,drop,William Gholston,MW,waivers
2016-11-23,add,Stephon Tuitt,waivers,MW
2016-11-23,drop,Eric Reid,MW,waivers
2016-11-23,add,Richard Sherman,waivers,MW
2016-11-23,drop,Malcolm Butler,MW,waivers
2016-11-23,add,Su'a Cravens,freeagents,MW
2016-11-23,drop,Martellus Bennett,MW,waivers
2016-11-23,add,Tyler Boyd,freeagents,MW
2016-11-24,drop,Zach Miller,CR,waivers
2016-11-24,add,Antonio Gates,freeagents,CR
2016-11-25,drop,Tyler Boyd,MW,waivers
2016-11-25,add,Corey Coleman,freeagents,MW
2016-11-27,drop,Tyreek Hill,DB,waivers
2016-11-27,add,Aqib Talib,freeagents,DB
2016-11-29,drop,Su'a Cravens,MW,waivers
2016-11-30,drop,Richard Sherman,MW,waivers
2016-11-30,add,Coby Fleener,waivers,MW
2016-11-30,drop,Eric Ebron,MP,waivers
2016-11-30,add,Marquess Wilson,waivers,MP
2016-11-30,drop,Dont'a Hightower,MW,waivers
2016-11-30,add,Tyler Boyd,waivers,MW
2016-11-30,drop,Corey Coleman,MW,waivers
2016-11-30,add,David Harris,waivers,MW
2016-11-30,drop,Tim Hightower,MW,waivers
2016-11-30,add,Kenneth Dixon,freeagents,MW
2016-12-01,drop,Deion Jones,MW,waivers
2016-12-01,add,Taylor Gabriel,freeagents,MW
2016-12-01,drop,Cameron Wake,MP,waivers
2016-12-01,add,Martellus Bennett,freeagents,MP
2016-12-01,drop,Bashaud Breeland,MM,waivers
2016-12-01,add,Elandon Roberts,freeagents,MM
2016-12-03,drop,Stephon Tuitt,MW,waivers
2016-12-03,add,Cameron Wake,waivers,MW
2016-12-03,drop,Tyler Boyd,MW,waivers
2016-12-03,add,Bashaud Breeland,freeagents,MW
2016-12-03,drop,Robert Alford,JC,waivers
2016-12-03,add,Eric Ebron,freeagents,JC
2016-12-04,drop,Kurt Coleman,MM,waivers
2016-12-04,add,Daryl Worley,freeagents,MM
2016-12-04,drop,Chris Conte,BT,waivers
2016-12-04,add,Byron Maxwell,freeagents,BT
2016-12-07,drop,Ryan Mathews,SC,waivers
2016-12-07,add,Tyler Lockett,waivers,SC
2016-12-07,drop,Kenneth Dixon,MW,waivers
2016-12-07,add,Byron Jones,waivers,MW
2016-12-07,drop,Eli Manning,BT,waivers
2016-12-07,add,Malcolm Mitchell,waivers,BT
2016-12-07,drop,Steve Smith Sr.,TJ,waivers
2016-12-07,add,Ladarius Green,waivers,TJ
2016-12-07,drop,Marquess Wilson,MP,waivers
2016-12-07,add,Mike Gillislee,waivers,MP
2016-12-07,drop,Coby Fleener,MW,waivers
2016-12-07,add,Nick Bellore,waivers,MW
2016-12-07,drop,Jadeveon Clowney,BT,waivers
2016-12-07,add,Marcell Dareus,waivers,BT
2016-12-07,drop,Ronald Darby,TJ,waivers
2016-12-07,add,Eric Berry,waivers,TJ
2016-12-07,drop,Demario Davis,TJ,waivers
2016-12-07,add,Deion Jones,waivers,TJ
2016-12-07,drop,Jason McCourty,BT,waivers
2016-12-07,add,Chris Conte,freeagents,BT
2016-12-07,drop,D'Qwell Jackson,TP,waivers
2016-12-07,add,Nick Kwiatkoski,freeagents,TP
2016-12-07,drop,David Harris,MW,waivers
2016-12-07,add,Akiem Hicks,freeagents,MW
2016-12-09,drop,Bashaud Breeland,MW,waivers
2016-12-09,add,Cameron Brate,freeagents,MW
2016-12-09,drop,Clayton Geathers,MW,waivers
2016-12-09,add,Steve Smith Sr.,waivers,MW
2016-12-11,add,Malcolm Butler,freeagents,BT
2016-12-14,drop,Mike Gillislee,MP,waivers
2016-12-14,add,Ty Montgomery,waivers,MP
2016-12-14,drop,C.J. Fiedorowicz,TJ,waivers
2016-12-14,add,Bilal Powell,waivers,TJ
2016-12-14,drop,Cameron Brate,MW,waivers
2016-12-14,add,Bashaud Breeland,waivers,MW
2016-12-14,drop,Adam Vinatieri,TJ,waivers
2016-12-14,add,Matt Prater,waivers,TJ
2016-12-14,drop,Steve Smith Sr.,MW,waivers
2016-12-14,add,C.J. Prosise,waivers,MW
2016-12-15,drop,Terrelle Pryor Sr.,TJ,waivers
2016-12-15,add,Tyrod Taylor,freeagents,TJ
2016-12-15,drop,Kenny Vaccaro,DB,waivers
2016-12-15,drop,Danny Trevathan,DB,waivers
2016-12-17,drop,James Starks,DB,waivers
2016-12-17,add,Kenneth Farrow,freeagents,DB
2016-12-18,drop,Mason Crosby,MP,waivers
2016-12-18,add,Adam Vinatieri,freeagents,MP
2016-12-20,drop,Tyrod Taylor,TJ,waivers
2016-12-21,drop,Adam Jones,SC,waivers
2016-12-21,add,Kurt Coleman,waivers,SC
2016-12-21,drop,Muhammad Wilkerson,MP,waivers
2016-12-21,add,Jadeveon Clowney,waivers,MP
2016-12-21,drop,Ladarius Green,TJ,waivers
2016-12-21,add,Cameron Brate,waivers,TJ
2016-12-21,drop,Jeremy Langford,SC,waivers
2016-12-21,add,Dontrelle Inman,waivers,SC
2016-12-21,drop,Jamison Crowder,TJ,waivers
2016-12-21,add,Jamaal Charles,waivers,TJ
2016-12-21,drop,Giovani Bernard,SC,waivers
2016-12-21,add,Keenan Allen,waivers,SC
2016-12-21,add,J.J. Watt,freeagents,TJ
2016-12-22,drop,Denzel Perryman,SC,waivers
2016-12-22,add,Tyrod Taylor,waivers,SC
2016-12-23,drop,Jeremy Hill,MP,waivers
2016-12-23,add,Vernon Davis,freeagents,MP
2016-12-24,drop,Vontaze Burfict,TJ,waivers
2016-12-24,add,Darron Lee,freeagents,TJ
