Week,Team,Position,PID,Player
11,MM,QB,24788,Cam Newton
11,MM,WR,8256,Calvin Johnson
11,MM,WR,27619,John Brown
11,MM,RB,25741,Doug Martin
11,MM,RB,8790,Jonathan Stewart
11,MM,TE,26686,Travis Kelce
11,MM,W/R/T,9010,Justin Forsett
11,MM,BN,24171,Antonio Brown
11,MM,BN,7206,Heath Miller
11,MM,BN,28461,Tevin Coleman
11,MM,BN,7149,Malcom Floyd
11,MM,BN,27531,Blake Bortles
11,MM,K,26789,Caleb Sturgis
11,MM,DB,27549,Ha Ha Clinton-Dix
11,MM,DB,24046,Morgan Burnett
11,MM,DB,8422,Corey Graham
11,MM,DL,24151,Greg Hardy
11,MM,DL,8827,Calais Campbell
11,MM,LB,28433,Eric Kendricks
11,MM,LB,9279,Brian Cushing
11,MM,LB,24030,Sean Lee
11,MM,BN,24015,Koa Misi
11,MM,BN,27040,Paul Worrilow
11,MM,BN,24790,Marcell Dareus
11,MM,IR,8337,Charles Johnson
11,DB,QB,25785,Russell Wilson
11,DB,WR,26650,DeAndre Hopkins
11,DB,WR,27874,Allen Hurns
11,DB,RB,25807,Lamar Miller
11,DB,RB,28494,Jeremy Langford
11,DB,TE,24070,Jimmy Graham
11,DB,W/R/T,7868,Brandon Marshall
11,DB,BN,8838,Martellus Bennett
11,DB,BN,7760,Jay Cutler
11,DB,BN,8821,Matt Forte
11,DB,BN,8801,Chris Johnson
11,DB,BN,24035,Golden Tate
11,DB,K,7520,Robbie Gould
11,DB,DB,25853,Josh Norman
11,DB,DB,26706,Logan Ryan
11,DB,DB,28406,Marcus Peters
11,DB,DL,23977,Ndamukong Suh
11,DB,DL,26667,Kawann Short
11,DB,LB,24336,Vincent Rey
11,DB,LB,27601,Preston Brown
11,DB,LB,27545,C.J. Mosley
11,DB,BN,24801,Robert Quinn
11,DB,BN,26638,Kenny Vaccaro
11,DB,BN,23983,Rolando McClain
11,DB,IR,9527,Arian Foster
11,MP,QB,6337,Carson Palmer
11,MP,WR,27535,Mike Evans
11,MP,WR,24791,A.J. Green
11,MP,RB,28398,Todd Gurley
11,MP,RB,9560,Danny Woodhead
11,MP,TE,6663,Antonio Gates
11,MP,W/R/T,27581,Davante Adams
11,MP,BN,28534,Stefon Diggs
11,MP,BN,27583,Jeremy Hill
11,MP,BN,27570,Jordan Matthews
11,MP,BN,26878,C.J. Anderson
11,MP,BN,28543,Karlos Williams
11,MP,K,25427,Dan Bailey
11,MP,DB,25739,Harrison Smith
11,MP,DB,24109,Kam Chancellor
11,MP,DB,9319,William Moore
11,MP,DL,24798,J.J. Watt
11,MP,DL,24075,Everson Griffen
11,MP,LB,27672,Telvin Smith
11,MP,LB,25756,Mychal Kendricks
11,MP,LB,24066,NaVorro Bowman
11,MP,BN,7182,Adam Jones
11,MP,BN,25898,Danny Trevathan
11,MP,BN,26636,Sheldon Richardson
11,MP,IR,27556,Kelvin Benjamin
11,TP,QB,5228,Tom Brady
11,TP,WR,23997,Demaryius Thomas
11,TP,WR,6762,Larry Fitzgerald
11,TP,RB,7241,Frank Gore
11,TP,RB,27631,Devonta Freeman
11,TP,TE,8285,Greg Olsen
11,TP,W/R/T,24053,Brandon LaFell
11,TP,BN,24057,Emmanuel Sanders
11,TP,BN,25755,Alshon Jeffery
11,TP,BN,27946,Antonio Andrews
11,TP,BN,28442,Ameer Abdullah
11,TP,K,28227,Cairo Santos
11,TP,DB,24002,Devin McCourty
11,TP,DB,9133,James Ihedigbo
11,TP,DB,26694,T.J. McDonald
11,TP,DL,24095,Geno Atkins
11,TP,DL,24006,Jerry Hughes
11,TP,LB,7190,Thomas Davis
11,TP,LB,9299,James Laurinaitis
11,TP,LB,24886,K.J. Wright
11,TP,BN,26727,Jelani Jenkins
11,TP,BN,24811,Cameron Jordan
11,TP,BN,28421,Landon Collins
11,TP,BN,9414,Jasper Brinkley
11,TP,IR,6624,Tony Romo
11,SC,QB,8780,Matt Ryan
11,SC,WR,24062,Eric Decker
11,SC,WR,24793,Julio Jones
11,SC,RB,8261,Adrian Peterson
11,SC,RB,26660,Giovani Bernard
11,SC,TE,7924,Delanie Walker
11,SC,W/R/T,9317,LeSean McCoy
11,SC,BN,8795,Joe Flacco
11,SC,BN,8826,DeSean Jackson
11,SC,BN,25730,Kendall Wright
11,SC,BN,6405,Jason Witten
11,SC,BN,9514,Rashad Jennings
11,SC,K,8447,Mason Crosby
11,SC,DB,24139,Reshad Jones
11,SC,DB,26656,Johnathan Cyprien
11,SC,DB,9359,Rashad Johnson
11,SC,DL,24864,Jurrell Casey
11,SC,DL,25722,Fletcher Cox
11,SC,LB,25719,Luke Kuechly
11,SC,LB,25768,Lavonte David
11,SC,LB,25852,Brandon Marshall
11,SC,BN,27559,Bradley Roby
11,SC,BN,28051,Kerry Wynn
11,SC,BN,7865,Stephen Tulloch
11,TJ,QB,6763,Philip Rivers
11,TJ,WR,27591,Jarvis Landry
11,TJ,WR,28392,Amari Cooper
11,TJ,RB,24169,James Starks
11,TJ,RB,26822,Theo Riddick
11,TJ,TE,27538,Eric Ebron
11,TJ,W/R/T,24851,Randall Cobb
11,TJ,BN,25723,Michael Floyd
11,TJ,BN,6791,Benjamin Watson
11,TJ,BN,7776,DeAngelo Williams
11,TJ,BN,26684,Eddie Lacy
11,TJ,BN,27597,Charles Sims
11,TJ,K,28103,Chandler Catanzaro
11,TJ,DB,8273,Michael Griffin
11,TJ,DB,8380,Dashon Goldson
11,TJ,DB,25090,Ron Parker
11,TJ,DL,24029,Carlos Dunlap
11,TJ,DL,25731,Chandler Jones
11,TJ,LB,7191,Derrick Johnson
11,TJ,LB,25697,Jerrell Freeman
11,TJ,LB,25728,Melvin Ingram
11,TJ,BN,26675,Jamie Collins
11,TJ,BN,6792,Karlos Dansby
11,TJ,BN,7121,Mike Adams
11,TJ,IR,5521,Steve Smith Sr.
11,MW,QB,7200,Aaron Rodgers
11,MW,WR,9274,Michael Crabtree
11,MW,WR,23999,Dez Bryant
11,MW,RB,24400,Chris Ivory
11,MW,RB,28044,Charcandrick West
11,MW,TE,26644,Tyler Eifert
11,MW,W/R/T,9283,Jeremy Maclin
11,MW,BN,25937,Rishard Matthews
11,MW,BN,24815,Mark Ingram
11,MW,BN,26708,Jordan Reed
11,MW,BN,28465,Duke Johnson Jr.
11,MW,K,27120,Brandon McManus
11,MW,DB,8291,Eric Weddle
11,MW,DB,25717,Mark Barron
11,MW,DB,28438,Ronald Darby
11,MW,DL,7884,Rob Ninkovich
11,MW,DL,24021,Linval Joseph
11,MW,LB,8288,Paul Posluszny
11,MW,LB,25735,Dont'a Hightower
11,MW,LB,25029,Malcolm Smith
11,MW,BN,23990,Jason Pierre-Paul
11,MW,BN,24818,Cameron Heyward
11,MW,BN,8890,Dwight Lowery
11,MW,BN,24857,Justin Houston
11,MW,IR,8813,Jordy Nelson
11,JC,QB,24822,Andy Dalton
11,JC,WR,25802,T.Y. Hilton
11,JC,WR,8332,James Jones
11,JC,RB,24858,DeMarco Murray
11,JC,RB,8266,Marshawn Lynch
11,JC,TE,27627,Crockett Gillmore
11,JC,W/R/T,27532,Sammy Watkins
11,JC,BN,8907,Gary Barnidge
11,JC,BN,28026,Willie Snead
11,JC,BN,27540,Odell Beckham Jr.
11,JC,BN,4256,Peyton Manning
11,JC,BN,23984,C.J. Spiller
11,JC,BN,25810,Travis Benjamin
11,JC,K,7867,Stephen Gostkowski
11,JC,DB,24603,Barry Church
11,JC,DB,27555,Deone Bucannon
11,JC,DB,7773,Johnathan Joseph
11,JC,DL,25782,Olivier Vernon
11,JC,DL,8869,Cliff Avril
11,JC,LB,25757,Bobby Wagner
11,JC,LB,6798,Daryl Smith
11,JC,LB,7783,D'Qwell Jackson
11,JC,BN,28512,Kwon Alexander
11,JC,BN,8793,Dominique Rodgers-Cromartie
11,BT,QB,27564,Derek Carr
11,BT,WR,27618,Donte Moncrief
11,BT,WR,9037,Danny Amendola
11,BT,RB,25777,Ronnie Hillman
11,BT,RB,28483,Matt Jones
11,BT,TE,24916,Julius Thomas
11,BT,W/R/T,25105,Doug Baldwin
11,BT,BN,27646,Martavis Bryant
11,BT,BN,9496,Julian Edelman
11,BT,BN,6770,Ben Roethlisberger
11,BT,BN,26671,Le'Veon Bell
11,BT,BN,26699,Keenan Allen
11,BT,K,26534,Justin Tucker
11,BT,DB,24880,Chris Conte
11,BT,DB,26692,Tyrann Mathieu
11,BT,DB,4271,Charles Woodson
11,BT,DL,27541,Aaron Donald
11,BT,DL,9568,Michael Bennett
11,BT,LB,8301,David Harris
11,BT,LB,24952,Pernell McPhee
11,BT,LB,27533,Khalil Mack
11,BT,BN,24817,Muhammad Wilkerson
11,BT,BN,28419,Stephone Anthony
11,BT,BN,8797,Aqib Talib
11,BT,IR,24936,Dion Lewis
11,CR,QB,9265,Matthew Stafford
11,CR,WR,27589,Allen Robinson
11,CR,WR,26631,Tavon Austin
11,CR,RB,24318,LeGarrette Blount
11,CR,RB,26804,Latavius Murray
11,CR,TE,24017,Rob Gronkowski
11,CR,W/R/T,8781,Darren McFadden
11,CR,BN,5479,Drew Brees
11,CR,BN,27548,Brandin Cooks
11,CR,BN,25711,Andrew Luck
11,CR,BN,28424,T.J. Yeldon
11,CR,K,9066,Steven Hauschka
11,CR,DB,24013,T.J. Ward
11,CR,DB,9278,Malcolm Jenkins
11,CR,DB,23989,Earl Thomas
11,CR,DL,26628,Ezekiel Ansah
11,CR,DL,28396,Vic Beasley Jr.
11,CR,LB,9290,Clay Matthews
11,CR,LB,24789,Von Miller
11,CR,LB,7769,Tamba Hali
11,CR,BN,27543,Ryan Shazier
11,CR,BN,8269,Lawrence Timmons
11,CR,BN,26782,Micah Hyde
11,CR,BN,24806,Prince Amukamara
