Week,Team,Position,PID,Player
8,MM,QB,24788,Cam Newton
8,MM,WR,24171,Antonio Brown
8,MM,WR,8256,Calvin Johnson
8,MM,RB,9010,Justin Forsett
8,MM,RB,25741,Doug Martin
8,MM,TE,26686,Travis Kelce
8,MM,W/R/T,27619,John Brown
8,MM,BN,27531,Blake Bortles
8,MM,BN,8790,Jonathan Stewart
8,MM,BN,8982,Pierre Garcon
8,MM,BN,28461,Tevin Coleman
8,MM,K,4269,Phil Dawson
8,MM,DB,24759,Andrew Sendejo
8,MM,DB,27549,Ha Ha Clinton-Dix
8,MM,DB,24046,Morgan Burnett
8,MM,DL,8827,Calais Campbell
8,MM,DL,24151,Greg Hardy
8,MM,LB,27040,Paul Worrilow
8,MM,LB,28433,Eric Kendricks
8,MM,LB,24030,Sean Lee
8,MM,BN,9319,William Moore
8,MM,BN,8422,Corey Graham
8,MM,BN,25829,Keenan Robinson
8,MM,BN,25787,Demario Davis
8,MM,IR,8337,Charles Johnson
8,DB,QB,25785,Russell Wilson
8,DB,WR,26650,DeAndre Hopkins
8,DB,WR,7868,Brandon Marshall
8,DB,RB,25807,Lamar Miller
8,DB,RB,8821,Matt Forte
8,DB,TE,8838,Martellus Bennett
8,DB,W/R/T,8801,Chris Johnson
8,DB,BN,27874,Allen Hurns
8,DB,BN,24916,Julius Thomas
8,DB,BN,24035,Golden Tate
8,DB,BN,26810,Andre Ellington
8,DB,BN,7426,Ryan Fitzpatrick
8,DB,K,7520,Robbie Gould
8,DB,DB,28406,Marcus Peters
8,DB,DB,26638,Kenny Vaccaro
8,DB,DB,25853,Josh Norman
8,DB,DL,24801,Robert Quinn
8,DB,DL,23977,Ndamukong Suh
8,DB,LB,27545,C.J. Mosley
8,DB,LB,23983,Rolando McClain
8,DB,LB,24336,Vincent Rey
8,DB,BN,25824,Jaye Howard
8,DB,BN,27601,Preston Brown
8,DB,BN,9467,Jason McCourty
8,MP,QB,6337,Carson Palmer
8,MP,WR,27535,Mike Evans
8,MP,WR,24791,A.J. Green
8,MP,RB,28398,Todd Gurley
8,MP,RB,9560,Danny Woodhead
8,MP,TE,25820,Ladarius Green
8,MP,W/R/T,28534,Stefon Diggs
8,MP,BN,6663,Antonio Gates
8,MP,BN,27570,Jordan Matthews
8,MP,BN,27583,Jeremy Hill
8,MP,BN,6760,Eli Manning
8,MP,BN,27709,Alfred Blue
8,MP,K,28103,Chandler Catanzaro
8,MP,DB,24109,Kam Chancellor
8,MP,DB,25739,Harrison Smith
8,MP,DB,7182,Adam Jones
8,MP,DL,24798,J.J. Watt
8,MP,DL,26636,Sheldon Richardson
8,MP,LB,28419,Stephone Anthony
8,MP,LB,26668,Kevin Minter
8,MP,LB,24015,Koa Misi
8,MP,BN,25815,Nigel Bradham
8,MP,BN,24075,Everson Griffen
8,MP,BN,27672,Telvin Smith
8,TP,QB,5228,Tom Brady
8,TP,WR,23997,Demaryius Thomas
8,TP,WR,24057,Emmanuel Sanders
8,TP,RB,7241,Frank Gore
8,TP,RB,27631,Devonta Freeman
8,TP,TE,8285,Greg Olsen
8,TP,W/R/T,25755,Alshon Jeffery
8,TP,BN,6762,Larry Fitzgerald
8,TP,BN,28442,Ameer Abdullah
8,TP,BN,25810,Travis Benjamin
8,TP,BN,24053,Brandon LaFell
8,TP,K,6558,Josh Brown
8,TP,DB,28421,Landon Collins
8,TP,DB,24002,Devin McCourty
8,TP,DB,9133,James Ihedigbo
8,TP,DL,24811,Cameron Jordan
8,TP,DL,24095,Geno Atkins
8,TP,LB,26727,Jelani Jenkins
8,TP,LB,7190,Thomas Davis
8,TP,LB,9299,James Laurinaitis
8,TP,BN,26694,T.J. McDonald
8,TP,BN,24006,Jerry Hughes
8,TP,BN,9376,Glover Quin
8,TP,BN,24886,K.J. Wright
8,TP,IR,6624,Tony Romo
8,SC,QB,8780,Matt Ryan
8,SC,WR,26699,Keenan Allen
8,SC,WR,25730,Kendall Wright
8,SC,RB,8261,Adrian Peterson
8,SC,RB,26660,Giovani Bernard
8,SC,TE,7924,Delanie Walker
8,SC,W/R/T,24062,Eric Decker
8,SC,BN,9317,LeSean McCoy
8,SC,BN,6405,Jason Witten
8,SC,BN,9514,Rashad Jennings
8,SC,BN,24845,Torrey Smith
8,SC,BN,8826,DeSean Jackson
8,SC,K,8447,Mason Crosby
8,SC,DB,24139,Reshad Jones
8,SC,DB,9359,Rashad Johnson
8,SC,DB,27559,Bradley Roby
8,SC,DL,24864,Jurrell Casey
8,SC,DL,28051,Kerry Wynn
8,SC,LB,25719,Luke Kuechly
8,SC,LB,25768,Lavonte David
8,SC,LB,25852,Brandon Marshall
8,SC,BN,25722,Fletcher Cox
8,SC,BN,7865,Stephen Tulloch
8,SC,BN,26656,Johnathan Cyprien
8,TJ,QB,6763,Philip Rivers
8,TJ,WR,27591,Jarvis Landry
8,TJ,WR,25723,Michael Floyd
8,TJ,RB,27597,Charles Sims
8,TJ,RB,26684,Eddie Lacy
8,TJ,TE,6791,Benjamin Watson
8,TJ,W/R/T,5521,Steve Smith Sr.
8,TJ,BN,28392,Amari Cooper
8,TJ,BN,24851,Randall Cobb
8,TJ,BN,24961,Charles Clay
8,TJ,BN,26822,Theo Riddick
8,TJ,BN,27581,Davante Adams
8,TJ,K,6243,Matt Bryant
8,TJ,DB,25090,Ron Parker
8,TJ,DB,8273,Michael Griffin
8,TJ,DB,7121,Mike Adams
8,TJ,DL,24029,Carlos Dunlap
8,TJ,DL,25731,Chandler Jones
8,TJ,LB,26675,Jamie Collins
8,TJ,LB,6792,Karlos Dansby
8,TJ,LB,27537,Anthony Barr
8,TJ,BN,24805,Corey Liuget
8,TJ,BN,28472,Jordan Hicks
8,TJ,BN,8380,Dashon Goldson
8,TJ,IR,8971,Ryan Mundy
8,MW,QB,8795,Joe Flacco
8,MW,WR,9283,Jeremy Maclin
8,MW,WR,25937,Rishard Matthews
8,MW,RB,24815,Mark Ingram
8,MW,RB,24400,Chris Ivory
8,MW,TE,26644,Tyler Eifert
8,MW,W/R/T,28465,Duke Johnson Jr.
8,MW,BN,7200,Aaron Rodgers
8,MW,BN,26708,Jordan Reed
8,MW,BN,8332,James Jones
8,MW,BN,23999,Dez Bryant
8,MW,K,27120,Brandon McManus
8,MW,DB,4271,Charles Woodson
8,MW,DB,8890,Dwight Lowery
8,MW,DB,25749,Janoris Jenkins
8,MW,DL,9691,Cameron Wake
8,MW,DL,26667,Kawann Short
8,MW,LB,25029,Malcolm Smith
8,MW,LB,24857,Justin Houston
8,MW,LB,25735,Dont'a Hightower
8,MW,BN,28438,Ronald Darby
8,MW,BN,8288,Paul Posluszny
8,MW,BN,8291,Eric Weddle
8,MW,BN,24121,Nolan Carroll
8,MW,IR,8813,Jordy Nelson
8,JC,QB,4256,Peyton Manning
8,JC,WR,27540,Odell Beckham Jr.
8,JC,WR,25802,T.Y. Hilton
8,JC,RB,26671,Le'Veon Bell
8,JC,RB,23984,C.J. Spiller
8,JC,TE,8907,Gary Barnidge
8,JC,W/R/T,27618,Donte Moncrief
8,JC,BN,28026,Willie Snead
8,JC,BN,5967,Josh McCown
8,JC,BN,24858,DeMarco Murray
8,JC,BN,26774,Joseph Randle
8,JC,BN,7237,Vincent Jackson
8,JC,BN,24963,Dwayne Harris
8,JC,K,7867,Stephen Gostkowski
8,JC,DB,7757,Donte Whitner
8,JC,DB,27555,Deone Bucannon
8,JC,DB,24603,Barry Church
8,JC,DL,9568,Michael Bennett
8,JC,DL,8869,Cliff Avril
8,JC,LB,7783,D'Qwell Jackson
8,JC,LB,6798,Daryl Smith
8,JC,LB,25757,Bobby Wagner
8,JC,BN,26082,Antwon Blake
8,JC,BN,25688,Michael Wilhoite
8,BT,QB,24822,Andy Dalton
8,BT,WR,24793,Julio Jones
8,BT,WR,9496,Julian Edelman
8,BT,RB,8266,Marshawn Lynch
8,BT,RB,24936,Dion Lewis
8,BT,TE,24070,Jimmy Graham
8,BT,W/R/T,27646,Martavis Bryant
8,BT,BN,28044,Charcandrick West
8,BT,BN,6770,Ben Roethlisberger
8,BT,BN,27585,Carlos Hyde
8,BT,BN,25777,Ronnie Hillman
8,BT,K,26534,Justin Tucker
8,BT,DB,26692,Tyrann Mathieu
8,BT,DB,8797,Aqib Talib
8,BT,DB,25717,Mark Barron
8,BT,DL,24817,Muhammad Wilkerson
8,BT,DL,27541,Aaron Donald
8,BT,LB,24066,NaVorro Bowman
8,BT,LB,8301,David Harris
8,BT,LB,24952,Pernell McPhee
8,BT,BN,27546,Calvin Pryor
8,BT,BN,28363,Uani Unga
8,BT,BN,27533,Khalil Mack
8,BT,IR,7956,Antoine Bethea
8,CR,QB,25711,Andrew Luck
8,CR,WR,27548,Brandin Cooks
8,CR,WR,26631,Tavon Austin
8,CR,RB,24318,LeGarrette Blount
8,CR,RB,26804,Latavius Murray
8,CR,TE,24017,Rob Gronkowski
8,CR,W/R/T,8781,Darren McFadden
8,CR,BN,27589,Allen Robinson
8,CR,BN,28424,T.J. Yeldon
8,CR,BN,5479,Drew Brees
8,CR,K,9066,Steven Hauschka
8,CR,DB,23989,Earl Thomas
8,CR,DB,24792,Patrick Peterson
8,CR,DB,24013,T.J. Ward
8,CR,DL,26628,Ezekiel Ansah
8,CR,DL,26300,Jacquies Smith
8,CR,LB,8269,Lawrence Timmons
8,CR,LB,27543,Ryan Shazier
8,CR,LB,9279,Brian Cushing
8,CR,BN,9278,Malcolm Jenkins
8,CR,BN,24789,Von Miller
8,CR,BN,9290,Clay Matthews
8,CR,BN,24806,Prince Amukamara
